inn,name,year,statetask,targetgrant,investments,summ
7819026974," СПБ ГБСУСО ""ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ № 3", 2012,2.998685E8,5.10528E7,700000.0,3.509213E8
6204003586," ГБСУ РО ""АРДАБЬЕВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,1.1292E7,1738000.0,700000.0,1.303E7
2103003328," БУ ""ТАРХАНСКИЙ ПНИ"" МИНТРУДА ЧУВАШИИ", 2012,1.76574E7,0.0,575000.0,1.76574E7
2261002895," КГБСУСО ""ПАВЛОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,3.16644E7,1935057.43,325750.0,3.359945743E7
6224002012," ГБСУ РО ""ВЫШИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,1.0745E7,692000.0,300000.0,1.1437E7
1203002767," ГБУ РМЭ ""КРАСНОГОРСКИЙ ПНИ", 2012,3.53882E7,8836302.0,178000.0,4.4224502E7
2242001279," КГБСУСО ""ПЕЩЕРСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,3.51889E7,5186316.93,61300.0,4.037521693E7
2256004706," КГБСУСО ""МАСАЛЬСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,6493800.0,3523304.0,52879.0,1.0017104E7
3528008469," АУ СО ВО ""ПЕРВОМАЙСКИЙ ПНИ", 2012,3.23701622E7,1275580.0,300.0,3.36457422E7
7726033231, ГБУ ПНИ №30, 2012,5.745033E8,0.0,0.0,5.745033E8
5045015550, ГБУ ПНИ №13, 2012,5.576878E8,0.0,0.0,5.576878E8
7811040938,УСО ПНИ № 10, 2012,4.446178E8,4.10547E7,0.0,4.856725E8
7723585749, ГБУ ПНИ №11, 2012,3.96567E8,0.0,0.0,3.96567E8
7711046615, ГБУ ПНИ № 25, 2012,3.9606705E8,6.732525224E7,0.0,4.6339230224E8
7720152070, ГБУ ПНИ № 26, 2012,3.7248335E8,0.0,0.0,3.7248335E8
7718059902, ГБУ ПНИ № 22, 2012,3.522067E8,0.0,0.0,3.522067E8
7719019363, ГБУ ПНИ № 12, 2012,3.471777E8,0.0,0.0,3.471777E8
7716015258, ГБУ ПНИ № 23, 2012,3.287619E8,0.0,0.0,3.287619E8
7727051628, ГБУ ПНИ № 18, 2012,3.175355E8,0.0,0.0,3.175355E8
7731114221, ГБУ ПНИ № 4, 2012,3.072092E8,2.8792213E7,0.0,3.36001413E8
7807022277," СПБ ГБСУСО ""ПНИ № 9", 2012,2.957178E8,5.43784E7,0.0,3.500962E8
5003009314, ГБУ ПНИ № 10, 2012,2.797907E8,0.0,0.0,2.797907E8
7825065611," СПБ ГБСУСО ""ПНИ №1", 2012,2.785394E8,602300.0,0.0,2.791417E8
7819017673," СПБ ГБСУСО ""ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ №2", 2012,2.003126E8,5742500.0,0.0,2.060551E8
8620013075," БУ ""ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,1.85042E8,0.0,0.0,1.85042E8
5921010298, КГАСУСОН КУЧИНСКИЙ ПНИ, 2012,1.4765408598E8,2.735245E7,0.0,1.7500653598E8
2804003157," ГАУСО ""БЕЛОГОРСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,1.4119891663E8,4180674.66,0.0,1.4537959129E8
6501073963," ГБУ ""ЮСПНИ", 2012,1.37262E8,2465200.0,0.0,1.397272E8
5207002268," ГБУ ""ВАРНАВИНСКИЙ ПНИ", 2012,1.33323401E8,4017900.0,0.0,1.37341301E8
2012200135," ГБУ ""ШПНИ", 2012,1.29087499E8,7483249.0,0.0,1.36570748E8
5101700745," ГОАУСОН ""АПНИ № 1", 2012,1.28486336E8,2064457.0,0.0,1.30550793E8
7227001273," АСУСОН ТО ""ЛЕСНОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,1.19755559E8,0.0,0.0,1.19755559E8
5238001923," ГБУ ""ПОНЕТАЕВСКИЙ  ПНИ", 2012,1.14282737E8,4060007.0,0.0,1.18342744E8
5070000719," ГАСУСО  МО  ""ЧЕРКИЗОВСКИЙ  ПСИХОНЕВРОЛОГИЧЕСКИЙ  ИНТЕРНАТ", 2012,1.09647309E8,0.0,0.0,1.09647309E8
7224012164," АСУСОН ТО ""ДЕТСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ДОМ - ИНТЕРНАТ", 2012,1.0673618E8,359000.0,0.0,1.0709518E8
1421001763," ГБУ РС (Я) ""ОПИ", 2012,1.054349E8,0.0,0.0,1.054349E8
2522010501," КГБУСО ""ПОКРОВСКИЙ ПНИ", 2012,1.0173354E8,1.636366954E7,0.0,1.1809720953999999E8
7827661874," СПБ ГБСУСО ""ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ № 6", 2012,1.012838E8,495500.0,0.0,1.017793E8
7417002405, САТКИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ, 2012,1.01171267E8,2519067.0,0.0,1.03690334E8
5246009838," ГБУ ""БОРСКИЙ ПНИ", 2012,9.8864792E7,1690075.0,0.0,1.00554867E8
5519002087," АСУСО ""ДРАГУНСКИЙ ИНТЕРНАТ", 2012,9.788005817E7,0.0,0.0,9.788005817E7
5248004144," ГБУ ""ГОРОДЕЦКИЙ ПНИ", 2012,9.6529416E7,345880.0,0.0,9.6875296E7
6325019277," ГБУ СО ""СЫЗРАНСКИЙ ПАНСИОНАТ ДЛЯ ИНВАЛИДОВ", 2012,9.4260899E7,0.0,0.0,9.4260899E7
6418000705," ГАУ СО ""МИХАЙЛОВСКИЙ ПНИ", 2012,9.3943043E7,4161750.0,0.0,9.8104793E7
2404014242," КГБУ СО ""ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ ДЛЯ ДЕТЕЙ ""СОЛНЫШКО", 2012,9.220917E7,1593000.0,0.0,9.380217E7
7444200276, МАГНИТОГОРСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ, 2012,8.7915039E7,400348.0,0.0,8.8315387E7
1102011589," ГБУ РК ""УХТИНСКИЙ ПНИ", 2012,8.702426032E7,1500000.0,0.0,8.852426032E7
3327102302," ГБУСОВО ""ВЛАДИМИРСКИЙ ПНИ", 2012,8.4945E7,2.008625E7,0.0,1.0503125E8
5256020647," ГБУ ""АВТОЗАВОДСКИЙ ПНИ", 2012,8.1040493E7,1312500.0,0.0,8.2352993E7
2463032490," КГБУ СО ""ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ ДЛЯ ДЕТЕЙ ""ПОДСОЛНУХ", 2012,7.963066297E7,8188037.03,0.0,8.78187E7
3430030612," ГБССУ СО ГПВИ ""СУРОВИКИНСКИЙ ПНИ", 2012,7.8533519E7,0.0,0.0,7.8533519E7
7207000070," АСУСОН ТО ""ЯЛУТОРОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,7.8379072E7,2290000.0,0.0,8.0669072E7
5073065270," ГБСУСО МО ""КУРОВСКОЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,7.8291543E7,3.017795688E7,0.0,1.0846949988E8
4808002711," ОГБУ ""ЗАДОНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,7.77909E7,2200100.0,0.0,7.9991E7
5535002983," АСУСО ""ТАРСКИЙ ИНТЕРНАТ", 2012,7.606440992E7,0.0,0.0,7.606440992E7
2705010322, КГБУ  НИКОЛАЕВСКИЙ ПНИ, 2012,7.545972E7,1150000.0,0.0,7.660972E7
5520004258," АСУСО ""МАРЬЯНОВСКИЙ ПНИ", 2012,7.389276918E7,0.0,0.0,7.389276918E7
5320015686," ОАУСО ""БОРОВИЧСКИЙ ПНИ ""ПРОШКОВО", 2012,7.2483E7,0.0,0.0,7.2483E7
5432106660," ГАУССО НСО ""УСПЕНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,7.2E7,0.0,0.0,7.2E7
5607006323," ГБУСО ""НОВОТРОИЦКИЙ ПНИ", 2012,7.16037E7,8703319.0,0.0,8.0307019E7
6155032084," ГАУСОН РО ""ШАХТИНСКИЙ  ПНИ", 2012,7.0765E7,379000.0,0.0,7.1144E7
4223021266," ГБУ КО ""ПРОКОПЬЕВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,7.03E7,3411000.0,0.0,7.3711E7
2921000978," ГБСУ АО ""ШИРШИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,7.02656E7,0.0,0.0,7.02656E7
8709004708," ГБУ ""АОПНИ", 2012,6.8947E7,26000.0,0.0,6.8973E7
5034082459," ГБСУСО МО ""ОРЕХОВО-ЗУЕВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,6.852701E7,1944922.0,0.0,7.0471932E7
7605009629, ГБУ СО ЯО КРАСНОПЕРЕКОПСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ, 2012,6.7946645E7,206027.0,0.0,6.8152672E7
1101461169," ГБУ РК ""СЫКТЫВКАРСКИЙ ПНИ", 2012,6.754299173E7,969548.0,0.0,6.851253973E7
3911001004," ГБСУСО КО ""СОВЕТСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,6.75113E7,0.0,0.0,6.75113E7
3414500652," ГБССУ СО ГПВИ ""КОТОВСКИЙ ПНИ", 2012,6.7383365E7,5629883.15,0.0,7.301324815E7
6345004487," ГБУ СО ""СОЛНЕЧНОПОЛЯНСКИЙ ПАНСИОНАТ", 2012,6.7136274E7,0.0,0.0,6.7136274E7
2533003337," КГБУСО ""МАЙСКИЙ ПНИ", 2012,6.65356E7,600000.0,0.0,6.71356E7
1402006903," ГБУ РС (Я) ""ТПИ", 2012,6.589995542E7,0.0,0.0,6.589995542E7
5048051186," ГБСУСО МО ""АНТРОПОВСКИЙ ПНИ", 2012,6.4922726E7,1.39153835E7,0.0,7.88381095E7
6380002411," ГБУ СО ""ПМПИ", 2012,6.487043E7,0.0,0.0,6.487043E7
0312002324," АУСО РБ ""КЯХТИНСКИЙ ПНИ", 2012,6.48531E7,0.0,0.0,6.48531E7
6357010245," ГБУ СО ""ПОХВИСТНЕВСКИЙ МОЛОДЁЖНЫЙ ПАНСИОНАТ ДЛЯ ИНВАЛИДОВ ", 2012,6.4476912E7,0.0,0.0,6.4476912E7
1121002950," ГБУ РК ""ЭЖВИНСКИЙ ПНИ", 2012,6.397589661E7,893000.0,0.0,6.486889661E7
3435110357," ГБССУ СО ГПВИ ""ВОЛЖСКИЙ ПНИ", 2012,6.2939645E7,1.412813013E7,0.0,7.706777513E7
3309459733," ГБУСОВО ""СОБИНСКИЙ ПНИ", 2012,6.2527E7,1.104054066E7,0.0,7.356754066E7
7016001620," ОГАУ ""ШПИ ""ЗАБОТА", 2012,6.1368E7,0.0,0.0,6.1368E7
0262003665, ГБУ КУМЕРТАУСКИЙ ПНИ, 2012,6.07455E7,0.0,0.0,6.07455E7
2812002260," ГАУ СО ""УСТЬ-ИВАНОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,6.07E7,0.0,0.0,6.07E7
0543001617," ГБУ РД ИНТЕРНАТ ""МИЛОСЕРДИЕ", 2012,6.0533285E7,2377084.0,0.0,6.2910369E7
7224013707," АСУСОН ТО ""ВИНЗИЛИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.990322E7,0.0,0.0,5.990322E7
2723036098, КГБУ ХАБАРОВСКИЙ ПНИ, 2012,5.968991E7,2300000.0,0.0,6.198991E7
5945001020," КГАУ СОН ""ОЗЕРСКИЙ ПНИ", 2012,5.93765602E7,5000000.0,0.0,6.43765602E7
3409100909," ГБССУ СО ГПВИ ""КАЛАЧЕВСКИЙ ПНИ", 2012,5.9375641E7,9133838.79,0.0,6.850947978999999E7
2717004193," КГБУ ""ГОРИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.933741E7,6392700.0,0.0,6.573011E7
3507001889," АУ СО ВОЛОГОДСКОЙ ОБЛАСТИ ""МОСЕЙКОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.913473504E7,5032550.0,0.0,6.416728504E7
7215005516," АСУСОНТО ""ЩУЧИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.9113422E7,0.0,0.0,5.9113422E7
3103010221," ГБСУСОССЗН ""БОРИСОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.8886E7,0.0,0.0,5.8886E7
2706009834," КГБУ ""ЭЛЬБАНСКИЙ ПНИ", 2012,5.854458E7,2250000.0,0.0,6.079458E7
6130002426," ГАУСОН РО ""МАЯКИНСКИЙ ПНИ", 2012,5.83207E7,336000.0,0.0,5.86567E7
1110000573," ГБУ РК ""КУНИБСКИЙ ПНИ", 2012,5.823080772E7,0.0,0.0,5.823080772E7
2450003647," КГБУ СО ""КАНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.73155E7,2000000.0,0.0,5.93155E7
4202010055," ГБУ КО ""ИНСКОЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.7309E7,2809200.0,0.0,6.01182E7
0231002510," ГБСУСОССЗН КРАСНОКАМСКИЙ ПНИ ""РАЗДОЛЬЕ", 2012,5.7288E7,0.0,0.0,5.7288E7
6165031629," ГБУСОН РО ""РОСТОВСКИЙ ПНИ № 1", 2012,5.70051E7,186000.0,0.0,5.71911E7
6912005984," ГБУ ""НЕЛИДОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.691166682E7,7529825.37,0.0,6.444149219E7
3431050675," ГБССУ СО ГПВИ ""УРЮПИНСКИЙ ПНИ", 2012,5.6889933E7,1.078246987E7,0.0,6.767240287E7
2306014452," ГБУ СО КК ""ЕЙСКИЙ ПНИ", 2012,5.66872E7,3428000.0,0.0,6.01152E7
2348014373," ГБУ СО КК ""СЕВЕРСКИЙ ПНИ", 2012,5.65826E7,0.0,0.0,5.65826E7
6714005580," СОГБУ ""ЖУКОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ С ОБОСОБЛЕННЫМ СПЕЦОТДЕЛЕНИЕМ", 2012,5.644379902E7,1.1875231E7,0.0,6.831903002000001E7
6378001795," ГБУ СО ""ВЫСОКИНСКИЙ ПАНСИОНАТ ДЛЯ ИНВАЛИДОВ", 2012,5.5167909E7,0.0,0.0,5.5167909E7
7515002548," ГАУСО ""ХАДАБУЛАКСКИЙ ПНДИ", 2012,5.498084E7,1500000.0,0.0,5.648084E7
6148002480," ГБУСОН РО ""ГОРНЕНСКИЙ ПНИ", 2012,5.48186E7,462500.0,0.0,5.52811E7
7627010882, ГБУ СО ЯО ГРИГОРЬЕВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ, 2012,5.4726292E7,4619267.0,0.0,5.9345559E7
5629002386," ГБУСО ""МУСТАЕВСКИЙ ПНИ", 2012,5.3265E7,9604800.0,0.0,6.28698E7
6625007956," ГАУ ""ПЕРВОУРАЛЬСКИЙ ПНИ", 2012,5.32225E7,1.015E7,0.0,6.33725E7
2907001867," ГАСУ АО ""ВЕЛЬСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.30656E7,1100000.0,0.0,5.41656E7
7409000919, ЧЕРКАСКУЛЬСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ, 2012,5.2839144E7,1258311.0,0.0,5.4097455E7
5809012030," ГАУСО ПО ""СОСНОВСКИЙ ПНИ", 2012,5.24299E7,3199987.0,0.0,5.5629887E7
4222003754," ГБУ КО ""МАЛИНОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.2367E7,3550000.0,0.0,5.5917E7
3108002288," ГБСУСОССЗН ""ГРАЙВОРОНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.2319E7,0.0,0.0,5.2319E7
3731025750," ОБСУСО ""ИВАНОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.21218E7,2000000.0,0.0,5.41218E7
5946005483," КГАСУСОН ""ДУБРОВСКИЙ ПНИ", 2012,5.1886305E7,2600000.0,0.0,5.4486305E7
2522010741," КГБУСО ""ЛИПОВЕЦКИЙ ПНИ", 2012,5.17599E7,150000.0,0.0,5.19099E7
6625008999," ГАУ ""БИЛИМБАЕВСКИЙ ПНИ", 2012,5.1676E7,720000.0,0.0,5.2396E7
1911000864," ГБУ РХ  ""ТУИМСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.1599E7,5929500.0,0.0,5.75285E7
5205001580," ГБУ ""БУТУРЛИНСКИЙ ПНИ", 2012,5.1365852E7,2375812.0,0.0,5.3741664E7
5413103920," ГАУССО НСО ""БОЛОТНИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,5.12309E7,1.082E7,0.0,6.20509E7
6617003122," ГАУ ""КРАСНОТУРЬИНСКИЙ  ПНИ", 2012,5.1138E7,5000000.0,0.0,5.6138E7
5448454782," ГАСУСО НСО ""ОБСКОЙ ПНИ", 2012,5.097666E7,5933100.0,0.0,5.690976E7
3525038401," АУ СО ВОЛОГОДСКОЙ ОБЛАСТИ ""ВОЛОГОДСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ № 1", 2012,5.050825918E7,4358500.0,0.0,5.486675918E7
5433108116," ГАУССО НСО ""КПИ", 2012,4.973283E7,4499600.0,0.0,5.423243E7
6517001428," ГБУ ""КПНИ", 2012,4.9627E7,1946316.0,0.0,5.1573316E7
7505002588," ГАУСО ""ЧПНДИ", 2012,4.96179E7,1980600.0,0.0,5.15985E7
5535003240," АСУСО ""ЕКАТЕРИНИНСКИЙ ПНИ", 2012,4.944649794E7,0.0,0.0,4.944649794E7
3713002736," ОБСУСО ""КИНЕШЕМСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ ""НОВИНКИ", 2012,4.92759E7,1199000.0,0.0,5.04749E7
2463034360," КГБУ СО ""ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ ДЛЯ ДЕТЕЙ ""ЖУРАВЛИК", 2012,4.901994E7,4826300.0,0.0,5.384624E7
2454010998," КГБУ СО ""ЕНИСЕЙСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.86722219E7,1087000.0,0.0,4.97592219E7
6601004184," ГАУ ""АЛАПАЕВСКИЙ ПНИ", 2012,4.8639E7,1276015.0,0.0,4.9915015E7
5720006005," БСУ СО ОО ""ДОБРИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.85233E7,544100.0,0.0,4.90674E7
0270004905, ГБСУСОССЗН УЧАЛИНСКИЙ ПНИ, 2012,4.83131E7,408210.0,0.0,4.872131E7
7304004031, ОГАУСО ПНИ В С. АКШУАТ, 2012,4.831221E7,836480.0,0.0,4.914869E7
2509003784," КГБУСО ""ПАРТИЗАНСКИЙ ПНИ", 2012,4.830152E7,0.0,0.0,4.830152E7
3801035995," ОГАУСО ""АПНИ", 2012,4.81401E7,2252820.0,0.0,5.039292E7
2428002246," КГБУ СО ""ТИНСКОЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.80505E7,200000.0,0.0,4.82505E7
2601003761," ГБСУСОН ""КРУГЛОЛЕССКИЙ ПНИ", 2012,4.7793823E7,0.0,0.0,4.7793823E7
5809012778," ГАУСО ПО ""ГРАБОВСКИЙ ПНИ", 2012,4.77662E7,2300000.0,0.0,5.00662E7
4006000149," ГБУКО ""ЖИЗДРИНСКИЙ ПНИ", 2012,4.760495E7,1674664.0,0.0,4.9279614E7
4213002810," ГБУ КО ""МАРИИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.7604E7,4043771.0,0.0,5.1647771E7
1301060421," ГБСУ СОССЗН РМ ""АРДАТОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.73602E7,0.0,0.0,4.73602E7
2339008013," ГБУ СО КК ""КОНСТАНТИНОВСКИЙ ПНИ", 2012,4.71292E7,4852073.0,0.0,5.1981273E7
0261004440, ГБСУСОССЗН ИШИМБАЙСКИЙ ПНИ, 2012,4.68878E7,1664000.0,0.0,4.85518E7
1512014400," ГБУ ""РПНДИ ""МИЛОСЕРДИЕ", 2012,4.650932992E7,2.2058E7,0.0,6.856732992E7
1828005715, ВОТКИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ, 2012,4.63474E7,4713812.0,0.0,5.1061212E7
7450002949, ЧЕЛЯБИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ, 2012,4.6253224E7,0.0,0.0,4.6253224E7
3528008814," АУ СО ВОЛОГОДСКОЙ ОБЛАСТИ ""ЧЕРЕПОВЕЦКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.613735254E7,5867250.0,0.0,5.200460254E7
2455013649," КГБУ СО ""МИНУСИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.603376563E7,1257400.0,0.0,4.729116563E7
6602003070," ГАУ ""КРАСНОГВАРДЕЙСКИЙ ПНИ", 2012,4.5763E7,2090000.0,0.0,4.7853E7
7610028874, ГБУ СО ЯО РЫБИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ, 2012,4.5586758E7,28767.0,0.0,4.5615525E7
2819002124," ГАУСО ""МАЗАНОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.553591255E7,1349485.31,0.0,4.688539786E7
3814006328," ОГБУСО ""САЯНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.5470729E7,2706269.8,0.0,4.81769988E7
0314003228," АУСО РБ ""МУХОРШИБИРСКИЙ ПНИ", 2012,4.49843E7,0.0,0.0,4.49843E7
3719002450," ОБСУСО ""ПЛЕССКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.4392E7,290000.0,0.0,4.4682E7
0105028405," ГБУ РА ""МПДИ", 2012,4.41338E7,2253288.0,0.0,4.6387088E7
6312026076," ГБУ СО ""САМАРСКИЙ МОЛОДЕЖНЫЙ ПАНСИОНАТ ДЛЯ ИНВАЛИДОВ", 2012,4.3995583E7,2343275.72,0.0,4.633885872E7
6664029537," ГАУ ""СВЕРДЛОВСКИЙ ПНИ", 2012,4.3973E7,2874000.0,0.0,4.6847E7
2610005853," ГБСУСОН ""БАЛАХОНОВСКИЙ ПНИ", 2012,4.381057E7,1519410.0,0.0,4.532998E7
5040036267," ГБСУСОН МО ""ДЕНЕЖНИКОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.3672392E7,3315305.47,0.0,4.698769747E7
7621004258, ГБУ СО ЯО БУРМАКИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ, 2012,4.3647433E7,2259287.0,0.0,4.590672E7
6652005010," ГАУ ""ЩЕЛКУНСКИЙ ПНИ", 2012,4.3247E7,4650000.0,0.0,4.7897E7
6604004048," ГАУ ""БЕРЕЗОВСКИЙ ПНИ", 2012,4.3106E7,1.5483786E7,0.0,5.8589786E7
4230026120," ГАУ КО ""ЮРГИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ  ИНТЕРНАТ", 2012,4.31058E7,55200.0,0.0,4.3161E7
4511008247," ГБУ ""КУРТАМЫШСКИЙ ПНИ", 2012,4.27574E7,3947430.0,0.0,4.670483E7
2354005881," ГБУ СО КК ""ТЕРНОВСКИЙ ПНИ", 2012,4.25037E7,3212000.0,0.0,4.57157E7
5646007578," ГБУСО ""СОЛЬ-ИЛЕЦКИЙ ПНИ", 2012,4.24592E7,7776900.0,0.0,5.02361E7
2829000327," ГАУСО ""МУХИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ", 2012,4.16E7,0.0,0.0,4.16E7
